"text","ref_ix","hate"
"weev talks about killing and raping white women Alexis talks about putting gook women over white women was this shooter apart of the anti white women mgtow stormer",-1,2
"The anti white women stormer was apart of the shooter.",2613,1
"The anti white women stormer was apart of the shooter who talked about putting gook women over white women.",2613,2
"Is this shooter the same as the one who killed the anti white women?",2613,0
"The anti white women stormer was apart of the shooter who talked about putting gook women over white women..",2613,2
"Alexis and weev both talk about putting gook women over whites.",2613,2
"I wonder if this shooter was apart of the anti white women stormer or not.",2613,0
"Alexis and weev both talk about putting gook women over whites in society.",2613,2
"I wonder if this shooter was apart of the anti white women stormer or not?",2613,0
"i fully support a race war to kill all kikes and niggers",-1,2
"the only thing I would do is vote for a race war",2622,0
"we do not need anymore shit the shitskins can go live with their shitskin cousins",-1,2
"They can live with their cousins.",2624,0
"no it will not we are a movement not a group of atomized individuals you are a very stupid person btw you meant dregs but you have the vocabulary of a retarded nigger",-1,2
"No, we are not a movement of atomized individuals, but a group of people who are very person.",2626,0
"1903 should i fuck my mother before or after it comes out that he also a muzzie 1875 would i not have to fuck my mother if i waited till it came out that he was a muzzie and then pointed that fact out",-1,2
"The only thing I would do if it came out that my mother was a muzzie is point it out.",2628,2
"being a disgusting fat dike should be illegal",-1,2
"It should be illegal to be a disgusting dike.",2630,1
"Being disgusting should be illegal.",2630,0
"Being disgusting should not be legal.",2630,0
"It is illegal to be a disgusting dike.",2630,0
"I think being a disgusting dike should be a crime.",2630,1
"I think being a disgusting dike should be a criminal offense.",2630,1
"Being disgusting should not be legal, it should be illegal.",2630,0
"I think being a disgusting dike should be a criminal offense,",2630,1
"Being disgusting should not be legal, even if it is illegal.",2630,0
"A disgusting dike is not allowed.",2630,0
"In this day and age being a disgusting dike is against the law",2630,0
"gabfam if it takes a civil war islam will be destroyed in america along with cair national",-1,2
"If there is a civil war, gabfam will be destroyed along with cair national.",2642,0
"If there is a civil war, gabfam will be destroyed in America.",2642,0
"If there is a civil war, gabfam will be destroyed along with cair national in America.",2642,0
"If there is a civil war, gabfam will be destroyed along with cair national",2642,0
"gabfam and cair national will be destroyed if a civil war takes place.",2642,0
"If there is a civil war, gabfam will be destroyed along with cair national in the US.",2642,0
"It will be destroyed in America along with cair national if there is a civil war.",2642,0
"Civil war will destroy the islam in America along with the national.",2642,0
"Civil war will destroy the islam in America along with cair national.",2642,0
"gabfam and cair national will be destroyed if a civil war takes place",2642,0
"Civil war will destroy the islam in America along with cair national",2642,0
"In the event of a civil war, gabfam will be destroyed along with cair national in the US",2642,0
"Civilization along with islam will be destroyed if a civil war is waged in America.",2642,1
"It will be destroyed in America along with cair national if there is a civil war there",2642,0
"It will be destroyed in America along with cair national if there is a civil war there.",2642,0
"Civil war will destroy the islam in America along with cair national, if it happens.",2642,0
"gabfam and cair national will be destroyed if a civil war takes place in the US",2642,0
"Civil war will destroy the islam in America along with cair national, if it takes.",2642,0
"Along with cair national, gabfam will be destroyed in the event of a civil war",2642,0
"gabfam and cair national will be destroyed if a civil war takes place in the country",2642,0
"Civilization along with islam will be destroyed if a civil war is waged in the US",2642,1
"Cair national and islam will both be destroyed if a civil war takes place.",2642,0
"gabfam and cair national will be destroyed if a civil war takes place in the US and Canada.",2642,0
"Ilam will be destroyed in America if a civil war takes place.",2642,0
"Civilization along with islam will be destroyed if a civil war is waged in the US and Canada.",2642,1
"gabfam and cair national will be destroyed if a civil war takes place in the country of America.",2642,0
"Along with cair national, gabfam will be destroyed in the event of a civil war here in America",2642,0
"Ilam will be destroyed in America if a civil war is fought.",2642,0
"Ilam will be destroyed in America if a civil war takes place",2642,0
"Gloria lol nazi white trash is exactly like poor mexicans here theyre called colombias same balance of poor dumbness",-1,1
"Poverty in Mexico is exactly the same as poverty in America, according to Gloria.",2672,0
"skank mudshark has to shop at the dollar store cause shes a single mom",-1,2
"She is a single mom and has to shop at the dollar store.",2674,0
"She has to shop at the dollar store because she is a single mom.",2674,0
